Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Rhyperior,76.9,464,ground,rock,162.7,134.9,175,3839674,24.5,2500,Mud Slap,Drill Run,Rock Wrecker*,4,5,3,50000
Rhyperior (Shadow),76.9,464,ground,rock,162.7,134.9,175,3839674,24.5,2500,Mud Slap,Drill Run,Rock Wrecker*,4,5,3,50000
Salazzle,76.8,758,poison,fire,189.6,116.7,149,3296524,44,2500,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Vaporeon,76.8,134,water,none,151.6,127.7,211,4086079,29.5,2494,Water Gun,Aqua Tail,Last Resort*,12,19,5,75000
Lanturn,76.7,171,water,electric,135.3,127.7,237,4095308,50,2357,Water Gun,Surf,Thunderbolt,15,19,3,50000
Muk (Alolan),76.7,89,poison,dark,150,144.6,191,4142335,37,2497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Quagsire (Shadow),76.7,195,water,ground,140.3,132.8,194,3614465,50,2252,Mud Shot,Aqua Tail*,Mud Bomb,4,5,3,50000
Froslass,76.6,478,ice,ghost,156.3,138.6,157,3402243,50,2306,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Gigalith (Shadow),76.6,526,rock,none,164,154,150,3790163,28.5,2497,Lock On,Superpower,Meteor Beam*,8,12,3,50000
Hitmontop,76.6,237,fighting,none,158,186.5,127,3742685,50,2438,Counter,Close Combat,Triple Axel,8,8,5,75000
Sceptile,76.6,254,grass,none,175.5,141.5,143,3551252,37,2496,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Cacturne (Shadow),76.5,332,grass,dark,194,108.3,153,3214223,48.5,2499,Sucker Punch,Trailblaze,Dynamic Punch,7,7,3,50000
Dewgong (Shadow),76.5,87,water,ice,129.4,161.3,186,3883324,50,2245,Ice Shard*,Icy Wind*,Drill Run,5,4,3,50000
Golduck (Shadow),76.4,55,water,none,160.4,144,168,3881276,46.5,2500,Confusion,Cross Chop,Liquidation,3,4,3,50000
Kabutops (Shadow),76.4,141,rock,water,174.6,156,131,3568174,37.5,2497,Fury Cutter*,Aqua Jet,Stone Edge,10,14,5,75000
Magmar (Shadow),76.4,126,fire,none,174.4,140.3,146,3572144,48,2496,Ember,Fire Punch,Scorching Sands,5,6,5,75000
Muk (Alolan) (Shadow),76.4,89,poison,dark,150,144.6,191,4142335,37,2497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Dachsbun,76.3,927,fairy,none,146.2,190.7,137,3820889,50,2370,Charm,Psychic Fangs,Play Rough,5,8,3,50000
Mienshao,76.3,620,fighting,none,204.1,108.6,138,3060265,37.5,2500,Force Palm,Brutal Swing,Grass Knot,4,5,3,50000
Donphan (Shadow),76.2,232,ground,none,160.8,147.6,163,3868258,31,2494,Mud Slap,Body Slam,Earthquake,4,7,3,50000
Galvantula,76.2,596,bug,electric,181.5,120.2,157,3424193,50,2494,Volt Switch,Discharge,Lunge,3,3,3,50000
Golem (Alolan),76.2,76,rock,electric,160.6,159.1,152,3881936,32.5,2499,Volt Switch,Wild Charge,Rock Blast,3,3,1,10000
Houndstone,76.2,972,ghost,none,154.4,170.7,153,4033071,44.5,2500,Lick,Shadow Ball,Psychic Fangs,17,12,3,50000
Meowscarada,76.2,908,grass,dark,180.6,127.4,150,3451739,34.5,2498,Leafage,Night Slash,Frenzy Plant*,5,6,3,10000
Mismagius,76.2,429,ghost,none,171,159.1,134,3644477,41,2500,Hex,Shadow Ball,Dazzling Gleam,4,5,3,50000
Quagsire,76.2,195,water,ground,140.3,132.8,194,3614465,50,2252,Mud Shot,Aqua Tail*,Mud Bomb,4,5,3,50000
Urshifu (Rapid Strike),76.2,892,fighting,water,176.5,125.6,158,3504394,24.5,2487,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Whiscash (Shadow),76.2,340,water,ground,139.5,131.1,215,3931334,50,2346,Mud Shot,Mud Bomb,Scald,5,6,1,10000
Electrode,76.1,101,electric,none,158,158,142,3543829,50,2373,Volt Switch,Discharge,Foul Play,3,3,3,50000
Gurdurr (Shadow),76.1,533,fighting,none,163.9,125.2,178,3651822,50,2452,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Obstagoon,76.1,862,dark,normal,145.4,165.2,178,4275315,40,2497,Counter,Night Slash,Cross Chop,6,6,3,10000
Obstagoon (Shadow),76.1,862,dark,normal,145.4,165.2,178,4275315,40,2497,Counter,Cross Chop,Night Slash,6,6,3,10000
Slowking,76.1,199,water,psychic,146.6,156.2,186,4258939,43,2498,Confusion,Surf*,Blizzard,4,6,3,50000
Landorus (Incarnate) (Shadow),76,645,ground,flying,181.2,129.4,147,3447126,26,2500,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Qwilfish,76,211,water,poison,167.2,128.6,149,3203314,50,2318,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Klefki,75.9,707,steel,fairy,147.1,163,137,3284196,50,2204,Astonish,Foul Play,Play Rough,4,6,3,50000
Sandslash,75.9,28,ground,none,155.8,157.5,163,4000765,49.5,2499,Mud Shot,Night Slash*,Scorching Sands,4,6,3,50000
Togedemaru,75.9,777,electric,steel,172.3,134.4,149,3450872,50,2442,Thunder Shock,Fell Stinger,Wild Charge,4,5,3,50000
Zamazenta (Crowned Shield),75.9,889,fighting,steel,160.4,187.3,129,3876467,22,2494,Ice Fang,Close Combat,Behemoth Bash<sup>†</sup>,8,8,20,100000
Aerodactyl,75.8,142,rock,flying,172.7,132.8,157,3598891,36,2495,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Tauros (Combat),75.8,128,fighting,none,163,158.4,148,3820775,35,2499,Double Kick,Close Combat,Trailblaze,4,4,3,50000
Appletun,75.7,842,grass,dragon,150.2,131.2,211,4158863,47,2500,Astonish,Energy Ball,Outrage,5,6,5,75000
Eternatus,75.7,890,poison,dragon,174.4,123.1,166,3563597,20,2498,Dragon Tail,Dynamax Cannon*,Sludge Bomb,4,5,20,100000
Nidoking (Shadow),75.7,34,poison,ground,166.5,136.9,164,3736018,42,2494,Fury Cutter*,Sand Tomb,Earth Power,10,13,3,50000
Typhlosion (Hisuian),75.7,157,fire,ghost,179.3,137.4,141,3473115,30.5,2495,Ember,Shadow Ball,Wild Charge,6,5,3,10000
Escavalier (Shadow),75.6,589,bug,steel,170.9,152.1,140,3637330,33.5,2499,Bug Bite,Drill Run,Razor Shell*,14,12,3,50000
Tangrowth,75.6,465,grass,none,155.7,146.1,176,4002227,31,2498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Whimsicott,75.6,547,grass,fairy,150.4,160.5,142,3428021,50,2277,Fairy Wind,Seed Bomb,Moonblast,5,7,1,10000
Cacturne,75.5,332,grass,dark,194,108.3,153,3214223,48.5,2499,Sucker Punch,Trailblaze,Dynamic Punch,7,7,3,50000
Emboar (Shadow),75.5,500,fire,fighting,177,104.5,190,3513627,31.5,2496,Ember,Blast Burn*,Rock Slide,6,5,3,10000
Flapple,75.5,841,grass,dragon,178.3,129.2,152,3501510,45.5,2499,Dragon Breath,Seed Bomb,Dragon Pulse,10,14,5,75000
Hatterene,75.5,858,psychic,fairy,182.8,149.5,124,3388172,34.5,2493,Psycho Cut,Psyshock,Power Whip,5,6,5,50000
Swalot,75.5,317,poison,none,130.2,146.2,201,3827769,50,2236,Mud Shot,Sludge,Ice Beam,5,7,1,10000
Hydrapple,75.4,1019,grass,dragon,157.6,141.2,178,3961526,28.5,2500,Dragon Tail,Seed Bomb,Outrage,4,5,5,75000
Electabuzz,75.3,125,electric,none,168.9,145.4,149,3658450,50,2490,Thunder Shock,Thunder Punch,Return<sup>†</sup>,5,8,5,75000
Kyogre,75.3,382,water,none,173.6,150.2,137,3572048,22.5,2494,Waterfall,Avalanche,Origin Pulse*,5,6,20,100000
Magmortar (Shadow),75.3,467,fire,none,182,133.8,141,3433937,29,2500,Karate Chop,Fire Punch,Thunderbolt*,5,7,5,75000
Serperior (Shadow),75.3,497,grass,none,144.9,182.4,163,4307907,48.5,2500,Vine Whip,Frenzy Plant*,Leaf Tornado,6,5,3,10000
Machoke,75.2,67,fighting,none,161.3,117.6,172,3264574,50,2296,Karate Chop,Cross Chop*,Return<sup>†</sup>,4,8,3,50000
Staraptor (Shadow),75.2,398,normal,flying,181.3,117.6,161,3432542,34.5,2499,Wing Attack,Fly,Close Combat,6,6,1,10000
Durant,75.1,632,bug,steel,174,159.9,129,3588806,39.5,2500,Bug Bite,X-Scissor,Stone Edge,14,19,3,50000
Barraskewda,74.9,847,water,none,206.3,110.2,133,3025192,39.5,2499,Peck,Aqua Jet,Close Combat,5,6,3,50000
Bewear (Shadow),74.9,760,normal,fighting,166.9,112.5,199,3734891,29.5,2499,Shadow Claw,Superpower,Stomp,5,5,1,10000
Bouffalant,74.9,626,normal,none,153.3,150.2,177,4075470,36.5,2500,Mud Shot,Stomp,Earthquake,5,8,3,50000
Golduck,74.9,55,water,none,160.4,144,168,3881276,46.5,2500,Confusion,Cross Chop,Liquidation,3,4,3,50000
Jolteon,74.9,135,electric,none,178.3,147.4,133,3495268,34,2496,Thunder Shock,Discharge,Last Resort*,5,7,5,75000
Cryogonal,74.8,615,ice,none,149.4,177.9,157,4174746,36.5,2498,Ice Shard,Night Slash,Triple Axel,4,5,5,75000
Grafaiai,74.8,945,poison,normal,176.2,137,146,3525041,49,2494,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Tapu Bulu,74.8,787,grass,fairy,176.3,154.8,129,3520684,27,2492,Bullet Seed,Grass Knot,Nature's Madness*,4,4,20,100000
Vespiquen,74.8,416,bug,flying,137.8,172.3,157,3727058,50,2267,Fury Cutter,X-Scissor,Power Gem,10,13,3,50000
Aegislash (Shield),74.7,681,steel,ghost,94.1,241.2,142,3222976,50,1746,Psycho Cut,Shadow Ball,Gyro Ball,9,9,5,75000
Celebi,74.7,251,psychic,grass,155.5,154.8,166,3996896,27.5,2493,Confusion,Aura Sphere,Leaf Storm,3,4,20,100000
Claydol,74.7,344,ground,psychic,130.2,205,142,3792090,50,2229,Mud Slap,Rock Tomb,Shadow Ball,5,5,3,50000
Froslass (Shadow),74.7,478,ice,ghost,156.3,138.6,157,3402243,50,2306,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Kecleon,74.7,352,normal,none,147.9,171.4,142,3599979,50,2314,Sucker Punch,Thunder Punch,Dynamic Punch,6,7,5,75000
Nidoking,74.7,34,poison,ground,166.5,136.9,164,3736018,42,2494,Fury Cutter*,Sand Tomb,Earth Power,10,13,3,50000
Pyroar,74.7,668,fire,normal,173.3,125.6,165,3590631,36.5,2499,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Bewear,74.6,760,normal,fighting,166.9,112.5,199,3734891,29.5,2499,Shadow Claw,Superpower,Stomp,5,5,1,10000
Fraxure (Shadow),74.6,611,dragon,none,189.1,116,150,3288680,50,2496,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Moltres (Shadow),74.6,146,fire,flying,176.4,130.8,150,3460962,26,2475,Wing Attack,Fly,Heat Wave,6,6,20,100000
Zapdos (Galarian),74.6,145,fighting,flying,174.7,136.3,149,3547372,25.5,2490,Low Kick,Fly,Brave Bird,6,7,20,100000
Chandelure (Shadow),74.4,609,ghost,fire,194.4,137.1,120,3198985,28,2495,Incinerate,Shadow Ball,Flame Charge,3,3,5,75000
Noctowl (Shadow),74.4,164,normal,flying,134.4,143.7,201,3883121,50,2288,Wing Attack,Shadow Ball,Sky Attack,7,7,1,10000
Zebstrika (Shadow),74.4,523,electric,none,177.4,124.6,159,3515897,47,2499,Low Kick,Wild Charge,Discharge,6,5,3,50000
Enamorus (Incarnate),74.3,905,fairy,flying,198.5,121.5,130,3135062,27,2499,Fairy Wind,Fly,Dazzling Gleam,5,7,20,100000
Thundurus (Therian),74.3,642,electric,flying,201,115.6,133,3089807,25,2497,Volt Switch,Wildbolt Storm*,Focus Blast,3,5,20,100000
Tyrantrum,74.3,697,rock,dragon,167.6,148.7,149,3714646,29.5,2499,Dragon Tail,Rock Tomb,Crunch,5,4,5,75000
Aerodactyl (Shadow),74.2,142,rock,flying,172.7,132.8,157,3598891,36,2495,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Tauros (Blaze),74.2,128,fighting,fire,163,158.4,148,3820775,35,2499,Double Kick,Flame Charge,Trailblaze,5,4,3,50000
Thundurus (Incarnate),74.2,642,electric,flying,189.8,124.7,138,3266915,27.5,2490,Thunder Shock,Crunch,Thunder,5,7,20,100000
Zebstrika,74.2,523,electric,none,177.4,124.6,159,3515897,47,2499,Low Kick,Wild Charge,Flame Charge,6,7,3,50000
Gothitelle,74.1,576,psychic,none,149.5,180.2,155,4173823,48,2499,Confusion,Rock Slide,Future Sight,4,5,3,50000
Magmortar,74.1,467,fire,none,182,133.8,141,3433937,29,2500,Karate Chop,Fire Punch,Thunderbolt*,5,7,5,75000
Sneasler (Shadow),74.1,903,fighting,poison,187.6,121.2,146,3320034,28.5,2497,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Zacian (Hero),74.1,888,fairy,none,169.5,161,134,3656567,24,2491,Snarl,Wild Charge,Close Combat,4,4,20,100000
Aggron,74,306,steel,rock,150.4,201.5,137,4151170,31.5,2498,Dragon Tail,Rock Tomb,Thunder,5,5,1,10000
Suicune,74,245,water,none,137.6,185.9,176,4503233,32,2491,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Haxorus (Shadow),73.9,612,dragon,none,194.3,124.8,132,3200424,25.5,2495,Dragon Tail,Night Slash,Surf,3,4,5,75000
Mewtwo (Shadow),73.9,150,psychic,none,192,118.9,140,3196974,21.5,2482,Psycho Cut,Psystrike*,Thunderbolt,5,7,20,100000
Passimian,73.9,766,fighting,none,166.7,129.1,174,3745736,31,2499,Counter,Brutal Swing,Superpower,6,7,3,75000
Articuno (Galarian),73.8,144,psychic,flying,172,140.3,149,3596327,25.5,2487,Psycho Cut,Fly,Brave Bird,5,7,20,100000
Krookodile,73.8,553,ground,dark,171.2,125.9,169,3641641,30,2497,Mud Slap,Sand Tomb,Crunch,4,5,5,75000
Mismagius (Shadow),73.8,429,ghost,none,171,159.1,134,3644477,41,2500,Hex,Shadow Ball,Dazzling Gleam,4,5,3,50000
Tangrowth (Shadow),73.8,465,grass,none,155.7,146.1,176,4002227,31,2498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Moltres,73.7,146,fire,flying,177,136.1,146,3515992,27,2498,Wing Attack,Fly,Heat Wave,6,6,20,100000
Absol (Shadow),73.6,359,dark,none,200.7,108.4,142,3088738,42.5,2497,Psycho Cut,Brutal Swing*,Megahorn,4,7,5,75000
Lunala,73.6,792,psychic,ghost,166.6,130.7,172,3744360,23,2499,Shadow Claw,Shadow Ball,Moonblast,7,8,20,100000
Scyther (Shadow),73.6,123,bug,flying,172.9,143.3,145,3593674,38,2498,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Shiftry,73.6,275,grass,dark,175,112.2,181,3554488,47,2497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Claydol (Shadow),73.5,344,ground,psychic,130.2,205,142,3792090,50,2229,Mud Slap,Rock Tomb,Shadow Ball,5,5,3,50000
Crawdaunt,73.5,342,water,dark,185.9,128,141,3354969,45,2497,Waterfall,Night Slash,Scald,4,5,3,50000
Floatzel,73.5,419,water,none,184,105.5,174,3377690,45.5,2494,Waterfall,Aqua Jet,Swift,4,4,3,50000
Entei,73.4,244,fire,none,165.7,125.8,180,3754219,26.5,2500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Rotom (Fan),73.4,479,electric,flying,166.5,187.3,120,3740814,42,2495,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Shiftry (Shadow),73.4,275,grass,dark,175,112.2,181,3554488,47,2497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Furfrou,73.3,676,normal,none,150.4,152.9,164,3772567,50,2387,Sucker Punch,Surf,Grass Knot,7,8,5,75000
Golbat (Shadow),73.3,42,poison,flying,147.9,138.6,164,3362863,50,2234,Wing Attack,Poison Fang,Shadow Ball,5,7,1,10000
Slowking (Shadow),73.3,199,water,psychic,146.6,156.2,186,4258939,43,2498,Confusion,Surf*,Blizzard,4,6,3,50000
Tornadus (Therian),73.3,641,flying,none,174.1,145.3,141,3567185,29,2498,Gust,Bleakwind Storm*,Heat Wave,4,4,20,100000
Golbat,73.2,42,poison,flying,147.9,138.6,164,3362863,50,2234,Wing Attack,Poison Fang,Shadow Ball,5,7,1,10000
Hitmontop (Shadow),73.2,237,fighting,none,158,186.5,127,3742685,50,2438,Counter,Close Combat,Triple Axel,8,8,5,75000
Honchkrow,73.2,430,dark,flying,192.4,91.1,185,3243803,38,2500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Darmanitan (Standard),73.1,555,fire,none,193.7,93.6,177,3209516,29.5,2498,Incinerate,Rock Slide,Overheat,3,3,3,50000
Landorus (Incarnate),73.1,645,ground,flying,181.2,129.4,147,3447126,26,2500,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Sirfetch'd,73.1,865,fighting,none,186.7,140.7,127,3336898,31.5,2499,Fury Cutter,Leaf Blade,Close Combat,9,12,3,50000
Venomoth,73.1,49,bug,poison,163,132.8,157,3398030,50,2354,Psywave,Poison Fang,Silver Wind,10,12,3,50000
Zangoose,73.1,335,normal,none,186,114.4,157,3338993,46.5,2493,Shadow Claw,Close Combat,Night Slash,6,5,3,50000
Zweilous (Shadow),73.1,634,dark,dragon,146.2,126,160,2948691,50,2079,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Darmanitan (Standard) (Shadow),72.8,555,fire,none,193.7,93.6,177,3209516,29.5,2498,Incinerate,Rock Slide,Overheat,3,3,3,50000
Exploud,72.8,295,normal,none,157.2,124.2,203,3963683,46.5,2497,Astonish,Crunch,Disarming Voice,5,5,1,10000
Girafarig,72.8,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Girafarig (Shadow),72.8,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Ho-Oh (Shadow),72.8,250,fire,flying,161.2,163.8,145,3830681,23.5,2491,Incinerate,Brave Bird,Sacred Fire*,3,4,20,100000
Klawf,72.6,950,rock,none,156.1,166.1,154,3991890,48,2499,Mud Slap,Bulldoze,Rock Tomb,5,5,3,75000
Skarmory,72.6,227,steel,flying,137,202.5,149,4132945,50,2383,Air Slash,Brave Bird,Sky Attack,7,6,5,75000
Pinsir (Shadow),72.3,127,bug,none,180.7,144.9,132,3456032,32.5,2500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Beartic,72.2,614,ice,none,174.1,122.2,168,3574941,30,2497,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Duraludon,72.2,884,steel,dragon,178.5,144.1,136,3499944,30,2500,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Aggron (Shadow),72.1,306,steel,rock,150.4,201.5,137,4151170,31.5,2498,Dragon Tail,Rock Tomb,Thunder,5,5,1,10000
Kleavor,72,900,bug,rock,185.6,136,133,3356394,29,2496,Fury Cutter,X-Scissor,Rock Slide,10,12,5,75000
Scyther,72,123,bug,flying,172.9,143.3,145,3593674,38,2498,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Staraptor,72,398,normal,flying,181.3,117.6,161,3432542,34.5,2499,Wing Attack,Fly,Close Combat,6,6,1,10000
Celesteela,71.8,797,steel,flying,154.4,155.9,168,4042383,30,2500,Air Slash,Body Slam,Iron Head,4,6,20,100000
Espathra,71.8,956,psychic,none,170.1,115.3,187,3667941,45.5,2499,Confusion,Psyshock,Dazzling Gleam,3,4,3,50000
Heatmor,71.8,631,fire,none,172.2,119.2,176,3612379,47.5,2496,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Mewtwo,71.8,150,psychic,none,190.8,120.8,141,3249022,21.5,2491,Psycho Cut,Psystrike*,Shadow Ball*,5,6,20,100000
Terrakion,71.8,639,rock,fighting,177.7,133.6,148,3512695,25,2500,Double Kick,Sacred Sword*,Rock Slide,3,4,20,100000
Hitmonlee (Shadow),71.7,106,fighting,none,182.5,156.1,120,3417089,42,2497,Low Kick,Blaze Kick,Brick Break*,5,5,5,75000
Lopunny,71.7,428,normal,none,143.7,175.6,149,3760083,50,2328,Low Kick,Thunder Punch,Shadow Ball,5,7,3,50000
Rotom (Wash),71.7,479,electric,water,166.5,187.3,120,3740814,42,2495,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Venomoth (Shadow),71.7,49,bug,poison,163,132.8,157,3398030,50,2354,Psywave,Poison Fang,Silver Wind,10,12,3,50000
Sawk (Shadow),71.6,539,fighting,none,181.2,127.7,149,3446595,35.5,2499,Low Kick,Brick Break,Body Slam,5,5,5,75000
Cloyster,71.5,91,water,ice,153.3,217.6,122,4069878,42.5,2498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Luxray,71.4,405,electric,none,177.6,128.7,153,3498460,33.5,2497,Spark,Wild Charge,Psychic Fangs*,7,5,5,75000
Stoutland,71.4,508,normal,none,160.7,149.3,162,3885672,35,2500,Sand Attack,Wild Charge,Crunch,12,12,1,10000
Alakazam (Shadow),71.3,65,psychic,none,201.9,131,117,3094668,30,2500,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Exploud (Shadow),71.3,295,normal,none,157.2,124.2,203,3963683,46.5,2497,Astonish,Crunch,Disarming Voice,5,5,1,10000
Fraxure,71.2,611,dragon,none,189.1,116,150,3288680,50,2496,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Pinsir,71.2,127,bug,none,180.7,144.9,132,3456032,32.5,2500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Sneasler,71.2,903,fighting,poison,187.6,121.2,146,3320034,28.5,2497,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Gardevoir,71.1,282,psychic,fairy,175.6,151.6,133,3541430,29.5,2498,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Honchkrow (Shadow),71.1,430,dark,flying,192.4,91.1,185,3243803,38,2500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Armaldo (Shadow),71,348,rock,bug,172.3,142.1,148,3622735,34,2499,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Wigglytuff,71,40,normal,fairy,143.7,88.2,260,3296306,50,2178,Charm,Icy Wind,Swift,6,5,1,10000
Sawk,70.9,539,fighting,none,181.2,127.7,149,3446595,35.5,2499,Low Kick,Brick Break,Body Slam,5,5,5,75000
Skarmory (Shadow),70.9,227,steel,flying,137,202.5,149,4132945,50,2383,Air Slash,Brave Bird,Sky Attack,7,6,5,75000
Kyurem (White),70.8,646,dragon,ice,188.2,115.6,152,3306963,19.5,2500,Dragon Breath,Fusion Flare,Ice Burn<sup>†</sup>,12,15,20,100000
Kyurem (Black),70.7,646,dragon,ice,188.2,115.6,152,3306963,19.5,2500,Dragon Tail,Fusion Bolt,Freeze Shock<sup>†</sup>,4,5,20,100000
Rotom (Heat),70.7,479,electric,fire,166.5,187.3,120,3740814,42,2495,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Zweilous,70.7,634,dark,dragon,146.2,126,160,2948691,50,2079,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Buzzwole,70.6,794,bug,fighting,165,144.4,158,3765881,26.5,2499,Counter,Superpower,Lunge,7,8,20,100000
Haxorus,70.6,612,dragon,none,194.3,124.8,132,3200424,25.5,2495,Dragon Tail,Night Slash,Surf,3,4,5,75000
Vileplume,70.6,45,grass,poison,165.7,145.7,156,3764194,42,2497,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Armaldo,70.5,348,rock,bug,172.3,142.1,148,3622735,34,2499,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Dedenne,70.5,702,electric,fairy,150.4,125.2,152,2862540,50,2081,Thunder Shock,Discharge,Play Rough,5,7,3,50000
Gothitelle (Shadow),70.5,576,psychic,none,149.5,180.2,155,4173823,48,2499,Confusion,Rock Slide,Future Sight,4,5,3,50000
Groudon,70.5,383,ground,none,173.6,150.2,137,3572048,22.5,2494,Mud Shot,Precipice Blades*,Fire Punch*,7,5,20,100000
Eelektross,70.2,604,electric,none,172.1,130.1,162,3627636,38,2499,Volt Switch*,Dragon Claw,Thunderbolt,4,4,1,10000
Hitmonlee,70.2,106,fighting,none,182.5,156.1,120,3417089,42,2497,Low Kick,Blaze Kick,Brick Break*,5,5,5,75000
Crobat (Shadow),70.1,169,poison,flying,157,150.6,168,3972461,40.5,2497,Air Slash,Poison Fang,Shadow Ball,5,6,1,10000
Infernape,70.1,392,fire,fighting,176.8,129.3,154,3520907,38,2496,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Lairon,69.9,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Polteageist,69.9,855,ghost,none,185.1,149.3,122,3371139,30,2500,Hex,Shadow Ball,Dark Pulse,4,4,3,50000
Grapploct,69.8,853,fighting,none,167.1,138.9,160,3713731,39,2497,Waterfall,Superpower,Ice Punch,4,4,3,50000
Hitmonchan (Shadow),69.8,107,fighting,none,169.5,173.6,125,3678343,46.5,2497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Crobat,69.7,169,poison,flying,157,150.6,168,3972461,40.5,2497,Air Slash,Poison Fang,Shadow Ball,5,6,1,10000
Heliolisk,69.7,695,electric,normal,177.6,144.3,137,3510521,40.5,2498,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Suicune (Shadow),69.7,245,water,none,139.5,180.7,176,4434947,33,2493,Ice Fang,Bubble Beam,Scald,7,9,20,100000
Granbull,69.6,210,fairy,none,173.4,116.4,178,3593029,42.5,2497,Charm,Close Combat,Crunch,6,6,3,50000
Banette,69.5,354,ghost,none,188.5,118.1,148,3295702,49.5,2494,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Manectric,69.5,310,electric,none,187,116.5,153,3333190,46,2500,Thunder Fang,Psychic Fangs,Wild Charge,6,8,3,50000
Porygon2,69.4,233,normal,none,157.3,151.9,165,3943391,38,2497,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Absol,69.3,359,dark,none,200.7,108.4,142,3088738,42.5,2497,Psycho Cut,Brutal Swing*,Megahorn,4,7,5,75000
Tsareena,69.3,763,grass,none,168.1,156.2,141,3702089,32,2497,Magical Leaf,Triple Axel,High Jump Kick*,5,6,3,10000
Cloyster (Shadow),69.2,91,water,ice,153.3,217.6,122,4069878,42.5,2498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Gardevoir (Shadow),69.2,282,psychic,fairy,175.6,151.6,133,3541430,29.5,2498,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Hitmonchan,69.2,107,fighting,none,169.5,173.6,125,3678343,46.5,2497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Kyogre (Shadow),69.2,382,water,none,174.2,147.2,137,3513730,22,2481,Waterfall,Avalanche,Surf,5,5,20,100000
Marowak,69.2,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Marowak (Shadow),69.2,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Meowstic (Female),69.2,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Shadow Ball,Energy Ball,4,4,3,50000
