Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Tapu Koko,77.6,785,electric,fairy,184.2,138.8,132,3375289,29,2496,Volt Switch,Thunderbolt,Nature's Madness*,4,4,20,100000
Wyrdeer,77.6,899,normal,psychic,163,123.4,190,3820904,37.5,2496,Confusion,Wild Charge,Stomp,4,3,5,75000
Bruxish,77.5,779,water,psychic,176,132,152,3532211,48,2499,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Escavalier,77.5,589,bug,steel,170.9,152.1,140,3637330,33.5,2499,Bug Bite,Razor Shell*,Drill Run,12,14,3,50000
Mr. Mime,77.5,122,psychic,fairy,173.4,183.5,113,3595651,49.5,2498,Psywave,Shadow Ball,Psychic,13,14,5,75000
Qwilfish (Hisuian),77.5,211,dark,poison,167.2,139.5,149,3475491,50,2415,Poison Jab,Aqua Tail,Dark Pulse,5,8,3,50000
Regieleki,77.5,894,electric,none,193.5,106.2,155,3184640,34.5,2486,Volt Switch,Thunder Cage*,Hyper Beam,3,5,20,100000
Swanna,77.5,581,water,flying,165.5,123.5,164,3353483,50,2361,Gust,Aqua Jet,Fly,3,4,3,50000
Cinderace,77.4,815,fire,none,179.3,130.6,149,3488247,31,2500,Fire Spin,Blast Burn*,Pyro Ball,5,4,3,10000
Delphox,77.4,655,fire,psychic,171.9,149.9,141,3633571,30.5,2500,Fire Spin,Psyshock,Blast Burn*,4,5,3,10000
Magmar,77.4,126,fire,none,174.4,140.3,146,3572144,48,2496,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Sandslash (Shadow),77.4,28,ground,none,155.8,157.5,163,4000765,49.5,2499,Mud Shot,Night Slash*,Rock Tomb,4,6,3,50000
Dipplin,77.3,1011,grass,dragon,147.8,166.2,171,4202497,49,2494,Dragon Tail,Seed Bomb,Outrage,4,5,5,75000
Regice (Shadow),77.3,378,ice,none,135.4,231.2,145,4538297,30,2483,Lock On,Thunder*,Blizzard,12,15,20,100000
Ursaring,77.3,217,normal,none,179.3,118.3,164,3476626,32,2499,Shadow Claw,Swift,Close Combat,5,6,3,50000
Electabuzz (Shadow),77.2,125,electric,none,172.8,142.3,146,3590962,46.5,2494,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Golem (Alolan) (Shadow),77.2,76,rock,electric,160.6,159.1,152,3881936,32.5,2499,Volt Switch,Wild Charge,Rock Blast,3,3,1,10000
Solgaleo,77.2,791,psychic,steel,166.6,130.7,172,3744360,23,2499,Fire Spin,Psychic Fangs,Iron Head,4,5,20,100000
Tyranitar (Mega),77.2,248,rock,dark,172.4,160.3,131,3619803,17,2498,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Whiscash,77.2,340,water,ground,139.5,131.1,215,3931334,50,2346,Mud Shot,Mud Bomb,Scald,5,6,1,10000
Delphox (Shadow),77.1,655,fire,psychic,171.9,149.9,141,3633571,30.5,2500,Fire Spin,Psyshock,Blast Burn*,4,5,3,10000
Lanturn,77.1,171,water,electric,135.3,127.7,237,4095308,50,2357,Spark,Surf,Thunderbolt,7,8,3,50000
Vaporeon,77.1,134,water,none,151.6,127.7,211,4086079,29.5,2494,Water Gun,Aqua Tail,Liquidation,12,15,5,75000
Xatu,77.1,178,psychic,flying,173.9,135.3,149,3506318,50,2474,Peck,Psyshock,Shadow Ball,5,7,3,50000
Donphan,77,232,ground,none,160.8,147.6,163,3868258,31,2494,Mud Slap,Body Slam,Earthquake,4,7,3,50000
Emboar,77,500,fire,fighting,177,104.5,190,3513627,31.5,2496,Ember,Blast Burn*,Rock Slide,6,5,3,10000
Excadrill,77,530,ground,steel,184.5,101.8,180,3380431,28,2499,Mud Shot,Drill Run,Rock Slide,5,5,3,50000
Muk (Alolan),77,89,poison,dark,150,144.6,191,4142335,37,2497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Alomomola,76.8,594,water,none,128.6,122.7,296,4668794,50,2452,Waterfall,Hydro Pump,Blizzard,8,8,5,75000
Gurdurr,76.8,533,fighting,none,163.9,125.2,178,3651822,50,2452,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Landorus (Therian),76.8,645,ground,flying,189,124.3,139,3265008,23,2484,Mud Shot,Sandsear Storm*,Stone Edge,5,7,20,100000
Meloetta (Aria),76.8,648,normal,psychic,164.7,150.2,151,3735910,22.5,2484,Confusion,Psyshock,Dazzling Gleam,3,4,20,100000
Quagsire (Shadow),76.8,195,water,ground,140.3,132.8,194,3614465,50,2252,Mud Shot,Aqua Tail*,Stone Edge,4,7,3,50000
Salazzle,76.8,758,poison,fire,189.6,116.7,149,3296524,44,2500,Incinerate,Poison Fang,Dragon Pulse,2,3,3,50000
Deoxys (Defense),76.7,386,psychic,none,130.2,288.2,126,4730043,50,2490,Counter,Psycho Boost,Rock Slide,6,8,20,100000
Froslass,76.7,478,ice,ghost,156.3,138.6,157,3402243,50,2306,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Magmar (Shadow),76.7,126,fire,none,174.4,140.3,146,3572144,48,2496,Karate Chop,Fire Punch,Scorching Sands,5,6,5,75000
Rhyperior (Shadow),76.7,464,ground,rock,162.7,134.9,175,3839674,24.5,2500,Mud Slap,Drill Run,Rock Wrecker*,4,5,3,50000
Sceptile (Shadow),76.7,254,grass,none,175.5,141.5,143,3551252,37,2496,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Aggron (Mega),76.6,306,steel,none,157.3,216.8,116,3954968,22,2499,Dragon Tail,Thunder,Rock Tomb,5,5,1,10000
Heatran (Shadow),76.6,485,fire,steel,170.8,148.6,142,3603202,24,2480,Fire Spin,Magma Storm*,Earth Power,4,5,20,100000
Hypno (Shadow),76.6,97,psychic,none,133.6,174.8,178,4156705,50,2363,Confusion,Thunder Punch,Ice Punch,3,3,3,50000
Muk (Alolan) (Shadow),76.6,89,poison,dark,150,144.6,191,4142335,37,2497,Poison Jab,Dark Pulse,Acid Spray,8,7,3,50000
Rhyperior,76.6,464,ground,rock,162.7,134.9,175,3839674,24.5,2500,Mud Slap,Drill Run,Rock Wrecker*,4,5,3,50000
Crawdaunt (Shadow),76.5,342,water,dark,185.9,128,141,3354969,45,2497,Waterfall,Night Slash,Scald,4,5,3,50000
Gallade (Mega),76.5,475,psychic,fighting,197.1,146.4,109,3145118,20,2493,Psycho Cut,Close Combat,Leaf Blade,5,4,5,75000
Klefki,76.5,707,steel,fairy,147.1,163,137,3284196,50,2204,Astonish,Foul Play,Play Rough,4,6,3,50000
Mienshao,76.5,620,fighting,none,204.1,108.6,138,3060265,37.5,2500,Force Palm,Brutal Swing,Brick Break,4,4,3,50000
Rayquaza (Mega),76.5,384,dragon,flying,203.6,118.6,126,3043036,16,2495,Dragon Tail,Dragon Ascent*,Breaking Swipe*,4,5,20,100000
Dewgong (Shadow),76.4,87,water,ice,129.4,161.3,186,3883324,50,2245,Ice Shard*,Icy Wind*,Drill Run,5,4,3,50000
Sceptile,76.4,254,grass,none,175.5,141.5,143,3551252,37,2496,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Blastoise (Mega),76.3,9,water,none,171.7,161.4,130,3603499,23,2487,Rollout,Hydro Cannon*,Skull Bash,4,6,3,10000
Gigalith (Shadow),76.2,526,rock,none,164,154,150,3790163,28.5,2497,Lock On,Meteor Beam*,Superpower,12,8,3,50000
Hitmontop,76.2,237,fighting,none,158,186.5,127,3742685,50,2438,Counter,Close Combat,Triple Axel,8,8,5,75000
Mismagius,76.2,429,ghost,none,171,159.1,134,3644477,41,2500,Hex,Shadow Ball,Dazzling Gleam,4,5,3,50000
Nidoking (Shadow),76.2,34,poison,ground,166.5,136.9,164,3736018,42,2494,Fury Cutter*,Sand Tomb,Earth Power,10,13,3,50000
Qwilfish,76.2,211,water,poison,167.2,128.6,149,3203314,50,2318,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Delphox (Mega),76.1,655,fire,psychic,195.1,143.2,114,3185275,19,2494,Fire Spin,Blast Burn*,Psyshock,5,4,3,10000
Electrode,76.1,101,electric,none,158,158,142,3543829,50,2373,Volt Switch,Foul Play,Discharge,3,3,3,50000
Golem (Alolan),76.1,76,rock,electric,160.6,159.1,152,3881936,32.5,2499,Volt Switch,Rock Blast,Wild Charge,3,3,1,10000
Kabutops (Shadow),76.1,141,rock,water,174.6,156,131,3568174,37.5,2497,Fury Cutter*,Aqua Jet,Stone Edge,10,14,5,75000
Zamazenta (Crowned Shield),76.1,889,fighting,steel,160.4,187.3,129,3876467,22,2494,Ice Fang,Close Combat,Behemoth Bash<sup>†</sup>,8,8,20,100000
Golduck (Shadow),76,55,water,none,160.4,144,168,3881276,46.5,2500,Confusion,Cross Chop,Liquidation,3,4,3,50000
Eternatus,75.9,890,poison,dragon,174.4,123.1,166,3563597,20,2498,Dragon Tail,Dynamax Cannon*,Sludge Bomb,4,5,20,100000
Flapple,75.9,841,grass,dragon,178.3,129.2,152,3501510,45.5,2499,Dragon Breath,Fly,Seed Bomb,12,10,5,75000
Houndstone,75.9,972,ghost,none,154.4,170.7,153,4033071,44.5,2500,Lick,Shadow Ball,Psychic Fangs,17,12,3,50000
Aerodactyl,75.8,142,rock,flying,172.7,132.8,157,3598891,36,2495,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Cacturne (Shadow),75.8,332,grass,dark,194,108.3,153,3214223,48.5,2499,Sucker Punch,Dynamic Punch,Trailblaze,7,7,3,50000
Donphan (Shadow),75.8,232,ground,none,160.8,147.6,163,3868258,31,2494,Mud Slap,Body Slam,Earthquake,4,7,3,50000
Hatterene,75.8,858,psychic,fairy,182.8,149.5,124,3388172,34.5,2493,Psycho Cut,Psyshock,Power Whip,5,6,5,50000
Landorus (Incarnate) (Shadow),75.8,645,ground,flying,181.2,129.4,147,3447126,26,2500,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Quagsire,75.8,195,water,ground,140.3,132.8,194,3614465,50,2252,Mud Shot,Aqua Tail*,Stone Edge,4,7,3,50000
Togedemaru,75.8,777,electric,steel,172.3,134.4,149,3450872,50,2442,Thunder Shock,Fell Stinger,Wild Charge,4,5,3,50000
Whimsicott,75.8,547,grass,fairy,150.4,160.5,142,3428021,50,2277,Fairy Wind,Moonblast,Seed Bomb,7,5,1,10000
Whiscash (Shadow),75.8,340,water,ground,139.5,131.1,215,3931334,50,2346,Mud Shot,Mud Bomb,Scald,5,6,1,10000
Emboar (Shadow),75.7,500,fire,fighting,177,104.5,190,3513627,31.5,2496,Ember,Blast Burn*,Rock Slide,6,5,3,10000
Escavalier (Shadow),75.7,589,bug,steel,170.9,152.1,140,3637330,33.5,2499,Bug Bite,Drill Run,Razor Shell*,14,12,3,50000
Garchomp (Mega),75.7,445,dragon,ground,187.8,128.6,137,3307972,16.5,2494,Dragon Tail,Twister,Sand Tomb,4,4,5,75000
Gurdurr (Shadow),75.7,533,fighting,none,163.9,125.2,178,3651822,50,2452,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Obstagoon (Shadow),75.7,862,dark,normal,145.4,165.2,178,4275315,40,2497,Counter,Cross Chop,Night Slash,6,6,3,10000
Slowking,75.7,199,water,psychic,146.6,156.2,186,4258939,43,2498,Confusion,Surf*,Blizzard,4,6,3,50000
Swalot,75.7,317,poison,none,130.2,146.2,201,3827769,50,2236,Mud Shot,Sludge,Ice Beam,5,7,1,10000
Urshifu (Rapid Strike),75.6,892,fighting,water,176.5,125.6,158,3504394,24.5,2487,Waterfall,Aqua Jet,Dynamic Punch,4,5,20,100000
Durant,75.5,632,bug,steel,174,159.9,129,3588806,39.5,2500,Bug Bite,X-Scissor,Stone Edge,14,19,3,50000
Obstagoon,75.5,862,dark,normal,145.4,165.2,178,4275315,40,2497,Counter,Night Slash,Cross Chop,6,6,3,10000
Pidgeot (Mega),75.5,18,normal,flying,189.7,125.6,138,3287172,25,2499,Gust*,Brave Bird,Twister,4,3,1,10000
Suicune (Shadow),75.5,245,water,none,139.5,180.7,176,4434947,33,2493,Ice Fang,Scald,Ice Beam,9,10,20,100000
Meowscarada,75.4,908,grass,dark,180.6,127.4,150,3451739,34.5,2498,Leafage,Night Slash,Frenzy Plant*,5,6,3,10000
Tauros (Combat),75.4,128,fighting,none,163,158.4,148,3820775,35,2499,Double Kick,Close Combat,Trailblaze,4,4,3,50000
Dialga (Shadow),75.3,483,steel,dragon,178.7,140.7,136,3418525,22.5,2479,Dragon Breath,Iron Head,Draco Meteor,13,17,20,100000
Electabuzz,75.3,125,electric,none,168.9,145.4,149,3658450,50,2490,Thunder Shock,Thunder Punch,Return<sup>†</sup>,5,8,5,75000
Typhlosion (Hisuian),75.3,157,fire,ghost,179.3,137.4,141,3473115,30.5,2495,Ember,Fire Punch,Wild Charge,5,5,3,10000
Appletun,75.1,842,grass,dragon,150.2,131.2,211,4158863,47,2500,Astonish,Energy Ball,Outrage,5,6,5,75000
Magmortar (Shadow),75.1,467,fire,none,182,133.8,141,3433937,29,2500,Karate Chop,Fire Punch,Thunderbolt*,5,7,5,75000
Nidoking,75.1,34,poison,ground,166.5,136.9,164,3736018,42,2494,Fury Cutter*,Sand Tomb,Earth Power,10,13,3,50000
Tangrowth,75.1,465,grass,none,155.7,146.1,176,4002227,31,2498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Vespiquen,75.1,416,bug,flying,137.8,172.3,157,3727058,50,2267,Fury Cutter,X-Scissor,Power Gem,10,13,3,50000
Charizard (Mega Y),75,6,fire,flying,195.4,136.1,120,3190243,20.5,2500,Ember*,Blast Burn*,Air Cutter,6,4,3,10000
Jolteon,75,135,electric,none,178.3,147.4,133,3495268,34,2496,Volt Switch,Discharge,Last Resort*,3,4,5,75000
Machoke,75,67,fighting,none,161.3,117.6,172,3264574,50,2296,Karate Chop,Cross Chop*,Dynamic Punch,4,5,3,50000
Celebi,74.9,251,psychic,grass,155.5,154.8,166,3996896,27.5,2493,Confusion,Seed Bomb,Aura Sphere,3,3,20,100000
Grafaiai,74.9,945,poison,normal,176.2,137,146,3525041,49,2494,Mud Slap,Poison Fang,Sludge Bomb,4,5,3,50000
Heracross (Mega),74.9,214,bug,fighting,196.8,137.4,117,3164293,19,2495,Fury Cutter,Rock Tomb,Upper Hand,13,10,3,50000
Staraptor (Shadow),74.9,398,normal,flying,181.3,117.6,161,3432542,34.5,2499,Wing Attack,Fly,Close Combat,6,6,1,10000
Enamorus (Incarnate),74.8,905,fairy,flying,198.5,121.5,130,3135062,27,2499,Fairy Wind,Fly,Dazzling Gleam,5,7,20,100000
Hydrapple,74.8,1019,grass,dragon,157.6,141.2,178,3961526,28.5,2500,Dragon Tail,Seed Bomb,Outrage,4,5,5,75000
Kecleon,74.8,352,normal,none,147.9,171.4,142,3599979,50,2314,Sucker Punch,Dynamic Punch,Foul Play,7,6,5,75000
Bewear (Shadow),74.7,760,normal,fighting,166.9,112.5,199,3734891,29.5,2499,Shadow Claw,Superpower,Stomp,5,5,1,10000
Cacturne,74.7,332,grass,dark,194,108.3,153,3214223,48.5,2499,Sucker Punch,Dynamic Punch,Trailblaze,7,7,3,50000
Froslass (Shadow),74.7,478,ice,ghost,156.3,138.6,157,3402243,50,2306,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Tapu Bulu,74.7,787,grass,fairy,176.3,154.8,129,3520684,27,2492,Bullet Seed,Grass Knot,Nature's Madness*,4,4,20,100000
Barraskewda,74.6,847,water,none,206.3,110.2,133,3025192,39.5,2499,Peck,Aqua Jet,Close Combat,5,6,3,50000
Cryogonal,74.6,615,ice,none,149.4,177.9,157,4174746,36.5,2498,Ice Shard,Night Slash,Triple Axel,4,5,5,75000
Fraxure (Shadow),74.6,611,dragon,none,189.1,116,150,3288680,50,2496,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Gengar (Mega),74.6,94,ghost,poison,216.1,131,102,2887451,21,2500,Shadow Claw,Shadow Punch*,Sludge Bomb,5,7,3,50000
Golduck,74.6,55,water,none,160.4,144,168,3881276,46.5,2500,Confusion,Cross Chop,Liquidation,3,4,3,50000
Pyroar,74.6,668,fire,normal,173.3,125.6,165,3590631,36.5,2499,Incinerate,Flame Charge,Dark Pulse,3,3,3,10000
Serperior (Shadow),74.6,497,grass,none,144.9,182.4,163,4307907,48.5,2500,Vine Whip,Frenzy Plant*,Leaf Tornado,6,5,3,10000
Kyogre,74.5,382,water,none,173.6,150.2,137,3572048,22.5,2494,Waterfall,Avalanche,Origin Pulse*,5,6,20,100000
Moltres (Shadow),74.5,146,fire,flying,176.4,130.8,150,3460962,26,2475,Wing Attack,Fly,Heat Wave,6,6,20,100000
Zapdos (Galarian),74.5,145,fighting,flying,174.7,136.3,149,3547372,25.5,2490,Low Kick,Fly,Brave Bird,6,7,20,100000
Aegislash (Shield),74.4,681,steel,ghost,94.1,241.2,142,3222976,50,1746,Psycho Cut,Shadow Ball,Flash Cannon,9,11,5,75000
Glalie (Mega),74.4,362,ice,none,183.1,129.4,144,3410436,28,2500,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Noctowl (Shadow),74.4,164,normal,flying,134.4,143.7,201,3883121,50,2288,Wing Attack,Shadow Ball,Sky Attack,7,7,1,10000
Tyrantrum,74.4,697,rock,dragon,167.6,148.7,149,3714646,29.5,2499,Dragon Tail,Rock Tomb,Crunch,5,4,5,75000
Bewear,74.3,760,normal,fighting,166.9,112.5,199,3734891,29.5,2499,Shadow Claw,Superpower,Stomp,5,5,1,10000
Falinks (Mega),74.3,870,fighting,none,181,162.3,117,3437388,25,2500,Counter,Superpower,Megahorn,7,10,5,75000
Sneasler (Shadow),74.3,903,fighting,poison,187.6,121.2,146,3320034,28.5,2497,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Aerodactyl (Shadow),74.2,142,rock,flying,172.7,132.8,157,3598891,36,2495,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Aggron,74.2,306,steel,rock,150.4,201.5,137,4151170,31.5,2498,Dragon Tail,Rock Tomb,Thunder,5,5,1,10000
Claydol,74.1,344,ground,psychic,130.2,205,142,3792090,50,2229,Mud Slap,Ice Beam,Rock Tomb,6,5,3,50000
Magmortar,74.1,467,fire,none,182,133.8,141,3433937,29,2500,Karate Chop,Fire Punch,Thunderbolt*,5,7,5,75000
Zebstrika (Shadow),74.1,523,electric,none,177.4,124.6,159,3515897,47,2499,Low Kick,Wild Charge,Discharge,6,5,3,50000
Tauros (Blaze),74,128,fighting,fire,163,158.4,148,3820775,35,2499,Double Kick,Flame Charge,Trailblaze,5,4,3,50000
Thundurus (Incarnate),74,642,electric,flying,189.8,124.7,138,3266915,27.5,2490,Thunder Shock,Crunch,Thunder,5,7,20,100000
Articuno (Galarian),73.9,144,psychic,flying,172,140.3,149,3596327,25.5,2487,Psycho Cut,Fly,Brave Bird,5,7,20,100000
Moltres,73.9,146,fire,flying,177,136.1,146,3515992,27,2498,Wing Attack,Fly,Heat Wave,6,6,20,100000
Scyther (Shadow),73.9,123,bug,flying,172.9,143.3,145,3593674,38,2498,Fury Cutter,X-Scissor,Night Slash,10,9,5,75000
Thundurus (Therian),73.8,642,electric,flying,201,115.6,133,3089807,25,2497,Volt Switch,Wildbolt Storm*,Focus Blast,3,5,20,100000
Zacian (Hero),73.8,888,fairy,none,169.5,161,134,3656567,24,2491,Snarl,Wild Charge,Close Combat,4,4,20,100000
Gothitelle,73.6,576,psychic,none,149.5,180.2,155,4173823,48,2499,Confusion,Rock Slide,Future Sight,4,5,3,50000
Mismagius (Shadow),73.6,429,ghost,none,171,159.1,134,3644477,41,2500,Hex,Shadow Ball,Dazzling Gleam,4,5,3,50000
Sirfetch'd,73.6,865,fighting,none,186.7,140.7,127,3336898,31.5,2499,Fury Cutter,Leaf Blade,Close Combat,9,12,3,50000
Entei,73.4,244,fire,none,165.7,125.8,180,3754219,26.5,2500,Fire Spin,Flame Charge,Scorching Sands,5,5,20,100000
Krookodile,73.4,553,ground,dark,171.2,125.9,169,3641641,30,2497,Mud Slap,Crunch,Sand Tomb,5,4,5,75000
Passimian,73.4,766,fighting,none,166.7,129.1,174,3745736,31,2499,Counter,Close Combat,Brick Break,8,7,3,75000
Absol (Shadow),73.3,359,dark,none,200.7,108.4,142,3088738,42.5,2497,Psycho Cut,Brutal Swing*,Megahorn,4,7,5,75000
Haxorus (Shadow),73.3,612,dragon,none,194.3,124.8,132,3200424,25.5,2495,Dragon Tail,Night Slash,Dragon Claw,3,5,5,75000
Mewtwo (Shadow),73.3,150,psychic,none,192,118.9,140,3196974,21.5,2482,Psycho Cut,Psystrike*,Shadow Ball*,5,6,20,100000
Venomoth,73.3,49,bug,poison,163,132.8,157,3398030,50,2354,Psywave,Silver Wind,Poison Fang,12,10,3,50000
Zweilous (Shadow),73.3,634,dark,dragon,146.2,126,160,2948691,50,2079,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Floatzel,73.2,419,water,none,184,105.5,174,3377690,45.5,2494,Waterfall,Aqua Jet,Swift,4,4,3,50000
Groudon (Primal),73.2,383,fire,ground,188.8,143.1,122,3295336,15.5,2494,Mud Shot,Fire Punch*,Precipice Blades*,5,7,20,100000
Rotom (Fan),73.2,479,electric,flying,166.5,187.3,120,3740814,42,2495,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Crawdaunt,73.1,342,water,dark,185.9,128,141,3354969,45,2497,Waterfall,Night Slash,Crabhammer,4,5,3,50000
Tangrowth (Shadow),73.1,465,grass,none,155.7,146.1,176,4002227,31,2498,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Tornadus (Therian),73.1,641,flying,none,174.1,145.3,141,3567185,29,2498,Gust,Bleakwind Storm*,Heat Wave,4,4,20,100000
Lunala,73,792,psychic,ghost,166.6,130.7,172,3744360,23,2499,Shadow Claw,Shadow Ball,Moonblast,7,8,20,100000
Klawf,72.9,950,rock,none,156.1,166.1,154,3991890,48,2499,Mud Slap,Bulldoze,Rock Tomb,5,5,3,75000
Landorus (Incarnate),72.9,645,ground,flying,181.2,129.4,147,3447126,26,2500,Mud Shot,Earth Power,Rock Slide,6,5,20,100000
Shiftry,72.9,275,grass,dark,175,112.2,181,3554488,47,2497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Chandelure (Shadow),72.8,609,ghost,fire,194.4,137.1,120,3198985,28,2495,Incinerate,Shadow Ball,Energy Ball,3,3,5,75000
Claydol (Shadow),72.8,344,ground,psychic,130.2,205,142,3792090,50,2229,Mud Slap,Rock Tomb,Ice Beam,5,6,3,50000
Darmanitan (Standard),72.8,555,fire,none,193.7,93.6,177,3209516,29.5,2498,Incinerate,Rock Slide,Overheat,3,3,3,50000
Exploud,72.8,295,normal,none,157.2,124.2,203,3963683,46.5,2497,Astonish,Crunch,Disarming Voice,5,5,1,10000
Hitmontop (Shadow),72.8,237,fighting,none,158,186.5,127,3742685,50,2438,Counter,Close Combat,Triple Axel,8,8,5,75000
Honchkrow,72.8,430,dark,flying,192.4,91.1,185,3243803,38,2500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Shiftry (Shadow),72.8,275,grass,dark,175,112.2,181,3554488,47,2497,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Zebstrika,72.8,523,electric,none,177.4,124.6,159,3515897,47,2499,Low Kick,Wild Charge,Discharge,6,5,3,50000
Slowking (Shadow),72.7,199,water,psychic,146.6,156.2,186,4258939,43,2498,Confusion,Surf*,Blizzard,4,6,3,50000
Skarmory,72.6,227,steel,flying,137,202.5,149,4132945,50,2383,Air Slash,Brave Bird,Sky Attack,7,6,5,75000
Kangaskhan (Mega),72.5,115,normal,none,163.6,146.6,159,3813459,24,2498,Low Kick,Brick Break*,Crunch,5,6,3,50000
Beartic,72.3,614,ice,none,174.1,122.2,168,3574941,30,2497,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Darmanitan (Standard) (Shadow),72.3,555,fire,none,193.7,93.6,177,3209516,29.5,2498,Incinerate,Rock Slide,Overheat,3,3,3,50000
Duraludon,72.3,884,steel,dragon,178.5,144.1,136,3499944,30,2500,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Ho-Oh (Shadow),72.3,250,fire,flying,161.2,163.8,145,3830681,23.5,2491,Incinerate,Brave Bird,Sacred Fire*,3,4,20,100000
Scyther,72.3,123,bug,flying,172.9,143.3,145,3593674,38,2498,Fury Cutter,X-Scissor,Night Slash,10,9,5,75000
Girafarig,72.2,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Pinsir (Shadow),72.2,127,bug,none,180.7,144.9,132,3456032,32.5,2500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Aggron (Shadow),72.1,306,steel,rock,150.4,201.5,137,4151170,31.5,2498,Dragon Tail,Rock Tomb,Thunder,5,5,1,10000
Venomoth (Shadow),72.1,49,bug,poison,163,132.8,157,3398030,50,2354,Psywave,Silver Wind,Poison Fang,12,10,3,50000
Girafarig (Shadow),72,203,normal,psychic,165.5,124.4,157,3232186,50,2314,Confusion,Psychic Fangs,Trailblaze,3,4,3,50000
Celesteela,71.9,797,steel,flying,154.4,155.9,168,4042383,30,2500,Air Slash,Body Slam,Bulldoze,4,5,20,100000
Heatmor,71.9,631,fire,none,172.2,119.2,176,3612379,47.5,2496,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Sneasler,71.8,903,fighting,poison,187.6,121.2,146,3320034,28.5,2497,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Staraptor,71.8,398,normal,flying,181.3,117.6,161,3432542,34.5,2499,Wing Attack,Fly,Close Combat,6,6,1,10000
Kleavor,71.7,900,bug,rock,185.6,136,133,3356394,29,2496,Fury Cutter,X-Scissor,Stone Edge,10,14,5,75000
Terrakion,71.7,639,rock,fighting,177.7,133.6,148,3512695,25,2500,Double Kick,Sacred Sword*,Rock Slide,3,4,20,100000
Espathra,71.6,956,psychic,none,170.1,115.3,187,3667941,45.5,2499,Confusion,Psyshock,Dazzling Gleam,3,4,3,50000
Lopunny,71.6,428,normal,none,143.7,175.6,149,3760083,50,2328,Double Kick,Thunder Punch,Shadow Ball,4,5,3,50000
Armaldo (Shadow),71.5,348,rock,bug,172.3,142.1,148,3622735,34,2499,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Dedenne,71.5,702,electric,fairy,150.4,125.2,152,2862540,50,2081,Thunder Shock,Discharge,Parabolic Charge,5,6,3,50000
Golbat,71.5,42,poison,flying,147.9,138.6,164,3362863,50,2234,Wing Attack,Air Cutter,Shadow Ball,5,7,1,10000
Mewtwo,71.5,150,psychic,none,190.8,120.8,141,3249022,21.5,2491,Psycho Cut,Psystrike*,Shadow Ball*,5,6,20,100000
Sawk (Shadow),71.5,539,fighting,none,181.2,127.7,149,3446595,35.5,2499,Low Kick,Brick Break,Body Slam,5,5,5,75000
Fraxure,71.4,611,dragon,none,189.1,116,150,3288680,50,2496,Dragon Tail,Aqua Tail,Night Slash,3,3,5,75000
Stoutland,71.3,508,normal,none,160.7,149.3,162,3885672,35,2500,Sand Attack,Wild Charge,Crunch,12,12,1,10000
Wigglytuff,71.3,40,normal,fairy,143.7,88.2,260,3296306,50,2178,Charm,Disarming Voice,Icy Wind,6,6,1,10000
Pinsir,71.2,127,bug,none,180.7,144.9,132,3456032,32.5,2500,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Rotom (Wash),71.2,479,electric,water,166.5,187.3,120,3740814,42,2495,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
